example_id,format_pair,mean_distance_all_saved_vectors,mean_distance_late_vectors,failure_flip_example,all_correct,all_wrong,question_category,question_difficulty
12,html-markdown,0.10818660855293274,0.06249015033245087,1,0,0,Simple Lookup,Easy
12,markdown-latex,0.06835705637931824,0.015170440077781677,1,0,0,Simple Lookup,Easy
13,html-latex,0.2291961520910263,0.2415814846754074,0,1,0,Simple Lookup,Easy
13,html-markdown,0.06398432850837707,0.032644450664520264,0,1,0,Simple Lookup,Easy
13,markdown-latex,0.18725781440734862,0.2057773545384407,0,1,0,Simple Lookup,Easy
14,html-latex,0.07544430494308471,0.029658839106559753,0,1,0,Simple Lookup,Easy
14,html-markdown,0.07631333470344544,0.025452256202697754,0,1,0,Simple Lookup,Easy
14,markdown-latex,0.04934552311897278,0.010914027690887451,0,1,0,Simple Lookup,Easy
15,html-latex,0.04799418449401856,0.0235041081905365,0,1,0,Simple Lookup,Easy
15,html-markdown,0.19470350295305253,0.1598782166838646,0,1,0,Simple Lookup,Easy
15,markdown-latex,0.17411594688892365,0.14843282103538513,0,1,0,Simple Lookup,Easy
16,html-latex,0.013512253761291504,0.012702316045761108,0,0,1,Simple Lookup,Easy
16,html-markdown,0.016519224643707274,0.009646177291870117,0,0,1,Simple Lookup,Easy
16,markdown-latex,0.011451470851898193,0.007688552141189575,0,0,1,Simple Lookup,Easy
17,html-latex,0.051969438791275024,0.02181228995323181,0,1,0,Simple Lookup,Easy
17,html-markdown,0.05321765542030334,0.019147947430610657,0,1,0,Simple Lookup,Easy
17,markdown-latex,0.02410963773727417,0.006051495671272278,0,1,0,Simple Lookup,Easy
18,html-latex,0.06567177772521973,0.02321682870388031,0,1,0,Simple Lookup,Easy
18,html-markdown,0.21013470590114594,0.16893862932920456,0,1,0,Simple Lookup,Easy
18,markdown-latex,0.17528759837150573,0.15462884306907654,0,1,0,Simple Lookup,Easy
19,html-latex,0.07165512442588806,0.02882322669029236,0,1,0,Simple Lookup,Easy
19,html-markdown,0.07517663836479187,0.02446858584880829,0,1,0,Simple Lookup,Easy
19,markdown-latex,0.04876675009727478,0.012215301394462585,0,1,0,Simple Lookup,Easy
20,html-latex,0.057317322492599486,0.02422444522380829,0,1,0,Simple Lookup,Easy
20,html-markdown,0.060789138078689575,0.02314421534538269,0,1,0,Simple Lookup,Easy
20,markdown-latex,0.02907341718673706,0.008230045437812805,0,1,0,Simple Lookup,Easy
21,html-latex,0.06634608507156373,0.025388866662979126,0,0,1,Simple Lookup,Easy
21,html-markdown,0.06723923087120057,0.026205137372016907,0,0,1,Simple Lookup,Easy
21,markdown-latex,0.036803311109542845,0.011801570653915405,0,0,1,Simple Lookup,Easy
22,html-latex,0.071303790807724,0.024824678897857666,0,1,0,Simple Lookup,Easy
22,html-markdown,0.07436079978942871,0.022038325667381287,0,1,0,Simple Lookup,Easy
22,markdown-latex,0.0427948534488678,0.0062445104122161865,0,1,0,Simple Lookup,Easy
23,html-latex,0.07643812894821167,0.028077557682991028,0,1,0,Simple Lookup,Easy
23,html-markdown,0.08088062405586242,0.023698419332504272,0,1,0,Simple Lookup,Easy
23,markdown-latex,0.056384748220443724,0.012256965041160583,0,1,0,Simple Lookup,Easy
24,html-latex,0.07187876701354981,0.02955690026283264,0,1,0,Simple Lookup,Easy
24,html-markdown,0.0751093089580536,0.02471981942653656,0,1,0,Simple Lookup,Easy
24,markdown-latex,0.048859745264053345,0.012367576360702515,0,1,0,Simple Lookup,Easy
25,html-latex,0.05533214807510376,0.02881351113319397,0,1,0,Simple Lookup,Easy
25,html-markdown,0.2206506460905075,0.22384200990200043,0,1,0,Simple Lookup,Easy
25,markdown-latex,0.19518431574106215,0.22614793106913567,0,1,0,Simple Lookup,Easy
26,html-latex,0.045848619937896726,0.019038081169128418,0,1,0,Simple Lookup,Easy
26,html-markdown,0.05008620023727417,0.01566050946712494,0,1,0,Simple Lookup,Easy
26,markdown-latex,0.029987603425979614,0.006227061152458191,0,1,0,Simple Lookup,Easy
27,html-latex,0.0667569398880005,0.025851145386695862,0,1,0,Simple Lookup,Easy
27,html-markdown,0.06820626258850097,0.021502286195755005,0,1,0,Simple Lookup,Easy
27,markdown-latex,0.03641824722290039,0.006738036870956421,0,1,0,Simple Lookup,Easy
28,html-latex,0.07667481899261475,0.05008448660373688,1,0,0,Simple Lookup,Easy
28,html-markdown,0.07878289222717286,0.046293213963508606,1,0,0,Simple Lookup,Easy
28,markdown-latex,0.05023043751716614,0.0330018550157547,1,0,0,Simple Lookup,Easy
29,html-latex,0.06351105570793152,0.024271830916404724,0,1,0,Simple Lookup,Easy
29,html-markdown,0.06016604900360108,0.01920410990715027,0,1,0,Simple Lookup,Easy
29,markdown-latex,0.032553696632385255,0.00787574052810669,0,1,0,Simple Lookup,Easy
30,html-latex,0.20931167900562286,0.18922998011112213,0,1,0,Simple Lookup,Easy
30,html-markdown,0.06509644985198974,0.02422475814819336,0,1,0,Simple Lookup,Easy
30,markdown-latex,0.18381496965885163,0.17084259539842606,0,1,0,Simple Lookup,Easy
31,html-latex,0.06735333800315857,0.02389182150363922,0,1,0,Simple Lookup,Easy
31,html-markdown,0.07040504217147828,0.021470412611961365,0,1,0,Simple Lookup,Easy
31,markdown-latex,0.04060127139091492,0.008747637271881104,0,1,0,Simple Lookup,Easy
32,html-latex,0.08151398003101348,0.028532519936561584,0,1,0,Simple Lookup,Easy
32,html-markdown,0.07843797206878662,0.02277226746082306,0,1,0,Simple Lookup,Easy
32,markdown-latex,0.05070737600326538,0.006671413779258728,0,1,0,Simple Lookup,Easy
33,html-latex,0.04152718186378479,0.021683916449546814,0,1,0,Simple Lookup,Easy
33,html-markdown,0.049202758073806765,0.01552736759185791,0,1,0,Simple Lookup,Easy
33,markdown-latex,0.03276074528694153,0.00783589482307434,0,1,0,Simple Lookup,Easy
34,html-latex,0.04351180195808411,0.02343977987766266,0,1,0,Simple Lookup,Easy
34,html-markdown,0.07576768398284912,0.020611822605133057,0,1,0,Simple Lookup,Easy
34,markdown-latex,0.07792895436286926,0.023632168769836426,0,1,0,Simple Lookup,Easy
35,html-latex,0.0689674437046051,0.022405773401260376,0,1,0,Simple Lookup,Easy
35,html-markdown,0.07323423027992249,0.03513623774051666,0,1,0,Simple Lookup,Easy
35,markdown-latex,0.04397845268249512,0.02277195453643799,0,1,0,Simple Lookup,Easy
36,html-latex,0.03008580207824707,0.019232794642448425,0,1,0,Simple Lookup,Easy
36,html-markdown,0.03438981175422669,0.01838698983192444,0,1,0,Simple Lookup,Easy
36,markdown-latex,0.013338398933410645,0.004895105957984924,0,1,0,Simple Lookup,Easy
37,html-latex,0.07329173684120179,0.030073121190071106,0,1,0,Simple Lookup,Easy
37,html-markdown,0.08192411065101624,0.03290906548500061,0,1,0,Simple Lookup,Easy
37,markdown-latex,0.05428481698036194,0.013072147965431213,0,1,0,Simple Lookup,Easy
38,html-latex,0.0547441303730011,0.02426755428314209,0,1,0,Simple Lookup,Easy
38,html-markdown,0.05466740727424622,0.020151004195213318,0,1,0,Simple Lookup,Easy
38,markdown-latex,0.02751213312149048,0.005452558398246765,0,1,0,Simple Lookup,Easy
39,html-latex,0.05369797348976135,0.019970297813415527,0,1,0,Simple Lookup,Easy
39,html-markdown,0.05285708904266358,0.016735628247261047,0,1,0,Simple Lookup,Easy
39,markdown-latex,0.021779775619506836,0.004562839865684509,0,1,0,Simple Lookup,Easy
40,html-latex,0.062380248308181764,0.027167603373527527,0,1,0,Simple Lookup,Easy
40,html-markdown,0.0640267014503479,0.024308428168296814,0,1,0,Simple Lookup,Easy
40,markdown-latex,0.030547165870666505,0.008814960718154907,0,1,0,Simple Lookup,Easy
41,html-latex,0.04695889353752136,0.019740045070648193,0,1,0,Simple Lookup,Easy
41,html-markdown,0.04904106855392456,0.015954390168190002,0,1,0,Simple Lookup,Easy
41,markdown-latex,0.02080127000808716,0.005076929926872253,0,1,0,Simple Lookup,Easy
42,html-latex,0.053609144687652585,0.02590830624103546,0,1,0,Simple Lookup,Easy
42,html-markdown,0.056456977128982545,0.020782187581062317,0,1,0,Simple Lookup,Easy
42,markdown-latex,0.027532482147216798,0.011530593037605286,0,1,0,Simple Lookup,Easy
43,html-latex,0.05398313999176026,0.021402746438980103,0,1,0,Simple Lookup,Easy
43,html-markdown,0.21575455516576766,0.21787651255726814,0,1,0,Simple Lookup,Easy
43,markdown-latex,0.1928095668554306,0.21340643614530563,0,1,0,Simple Lookup,Easy
44,html-latex,0.07901474833488464,0.02569711208343506,0,1,0,Simple Lookup,Easy
44,html-markdown,0.07661837339401245,0.020181745290756226,0,1,0,Simple Lookup,Easy
44,markdown-latex,0.049221867322921754,0.006670594215393066,0,1,0,Simple Lookup,Easy
45,html-latex,0.05550275444984436,0.026491940021514893,0,1,0,Simple Lookup,Easy
45,html-markdown,0.05701099038124084,0.020037025213241577,0,1,0,Simple Lookup,Easy
45,markdown-latex,0.030510866641998292,0.006442040205001831,0,1,0,Simple Lookup,Easy
46,html-latex,0.07726231217384338,0.025881320238113403,0,1,0,Simple Lookup,Easy
46,html-markdown,0.0818820595741272,0.026482507586479187,0,1,0,Simple Lookup,Easy
46,markdown-latex,0.05490001440048218,0.010618463158607483,0,1,0,Simple Lookup,Easy
47,html-latex,0.04108172059059143,0.019000083208084106,0,1,0,Simple Lookup,Easy
47,html-markdown,0.041835731267929076,0.013574749231338501,0,1,0,Simple Lookup,Easy
47,markdown-latex,0.01921877861022949,0.006246715784072876,0,1,0,Simple Lookup,Easy
48,html-latex,0.024375033378601075,0.01463879644870758,0,1,0,Simple Lookup,Easy
48,html-markdown,0.026712173223495485,0.01757180690765381,0,1,0,Simple Lookup,Easy
48,markdown-latex,0.010664749145507812,0.0051539987325668335,0,1,0,Simple Lookup,Easy
49,html-latex,0.05796564221382141,0.021770089864730835,0,1,0,Simple Lookup,Easy
49,html-markdown,0.0591945230960846,0.017195865511894226,0,1,0,Simple Lookup,Easy
49,markdown-latex,0.027941370010375978,0.007195979356765747,0,1,0,Simple Lookup,Easy
50,html-latex,0.05603243708610535,0.025080248713493347,0,1,0,Conditional Lookup,Easy
50,html-markdown,0.05771434307098389,0.02137582004070282,0,1,0,Conditional Lookup,Easy
50,markdown-latex,0.02367493510246277,0.005761280655860901,0,1,0,Conditional Lookup,Easy
51,html-latex,0.06955502033233643,0.03183436393737793,1,0,0,Conditional Lookup,Easy
51,html-markdown,0.07354676127433776,0.029919281601905823,1,0,0,Conditional Lookup,Easy
51,markdown-latex,0.044326001405715944,0.00818575918674469,1,0,0,Conditional Lookup,Easy
52,html-latex,0.24759662449359893,0.22432992607355118,1,0,0,Conditional Lookup,Easy
52,html-markdown,0.239087375998497,0.20761414617300034,1,0,0,Conditional Lookup,Easy
52,markdown-latex,0.05348250865936279,0.010787099599838257,1,0,0,Conditional Lookup,Easy
53,html-latex,0.061054390668869016,0.02563759684562683,0,0,1,Conditional Lookup,Easy
53,html-markdown,0.06702641248703003,0.029799893498420715,0,0,1,Conditional Lookup,Easy
53,markdown-latex,0.03789590001106262,0.015974298119544983,0,0,1,Conditional Lookup,Easy
54,html-latex,0.06952646374702454,0.03639209270477295,0,0,1,Conditional Lookup,Easy
54,html-markdown,0.0696679711341858,0.03302605450153351,0,0,1,Conditional Lookup,Easy
54,markdown-latex,0.0398518979549408,0.019362568855285645,0,0,1,Conditional Lookup,Easy
55,html-latex,0.21664861738681793,0.1778564602136612,0,0,1,Conditional Lookup,Easy
55,html-markdown,0.21454262733459473,0.16786368936300278,0,0,1,Conditional Lookup,Easy
55,markdown-latex,0.0470739483833313,0.00858500599861145,0,0,1,Conditional Lookup,Easy
56,html-latex,0.08072699904441834,0.06429809331893921,0,1,0,Conditional Lookup,Easy
56,html-markdown,0.0801782488822937,0.05495661497116089,0,1,0,Conditional Lookup,Easy
56,markdown-latex,0.03615826964378357,0.006925731897354126,0,1,0,Conditional Lookup,Easy
57,html-latex,0.04434385895729065,0.02564847469329834,0,1,0,Conditional Lookup,Easy
57,html-markdown,0.04317886233329773,0.01631040871143341,0,1,0,Conditional Lookup,Easy
57,markdown-latex,0.020027196407318114,0.00813111662864685,0,1,0,Conditional Lookup,Easy
58,html-latex,0.05921462774276733,0.037926629185676575,1,0,0,Conditional Lookup,Easy
58,html-markdown,0.06149294972419739,0.037542134523391724,1,0,0,Conditional Lookup,Easy
58,markdown-latex,0.023907655477523805,0.007286131381988525,1,0,0,Conditional Lookup,Easy
59,html-latex,0.056613028049468994,0.03299832344055176,0,1,0,Conditional Lookup,Easy
59,html-markdown,0.05867853760719299,0.027216404676437378,0,1,0,Conditional Lookup,Easy
59,markdown-latex,0.028688526153564452,0.016439512372016907,0,1,0,Conditional Lookup,Easy
60,html-latex,0.079899001121521,0.03290651738643646,0,0,1,Conditional Lookup,Easy
60,html-markdown,0.07533182501792908,0.026617512106895447,0,0,1,Conditional Lookup,Easy
60,markdown-latex,0.047189491987228396,0.008491694927215576,0,0,1,Conditional Lookup,Easy
61,html-latex,0.06101037263870239,0.026644736528396606,0,1,0,Conditional Lookup,Easy
61,html-markdown,0.06310247778892517,0.022352248430252075,0,1,0,Conditional Lookup,Easy
61,markdown-latex,0.03143963813781738,0.009215161204338074,0,1,0,Conditional Lookup,Easy
62,html-latex,0.08642606437206268,0.043037161231040955,1,0,0,Conditional Lookup,Easy
62,html-markdown,0.08110952973365784,0.043094485998153687,1,0,0,Conditional Lookup,Easy
62,markdown-latex,0.04980889558792114,0.013808071613311768,1,0,0,Conditional Lookup,Easy
63,html-latex,0.08084419369697571,0.03516481816768646,0,0,1,Conditional Lookup,Easy
63,html-markdown,0.08004783987998962,0.030793070793151855,0,0,1,Conditional Lookup,Easy
63,markdown-latex,0.056255632638931276,0.02629600465297699,0,0,1,Conditional Lookup,Easy
64,html-latex,0.08338837623596192,0.030445262789726257,0,0,1,Conditional Lookup,Easy
64,html-markdown,0.08091464042663574,0.02665671706199646,0,0,1,Conditional Lookup,Easy
64,markdown-latex,0.054967230558395384,0.007359147071838379,0,0,1,Conditional Lookup,Easy
65,html-latex,0.07831674814224243,0.02711009979248047,0,1,0,Conditional Lookup,Easy
65,html-markdown,0.07522207498550415,0.02216915786266327,0,1,0,Conditional Lookup,Easy
65,markdown-latex,0.046052020788192746,0.005667001008987427,0,1,0,Conditional Lookup,Easy
66,html-latex,0.05935512781143189,0.02475796639919281,0,1,0,Conditional Lookup,Easy
66,html-markdown,0.05905001759529114,0.02336178719997406,0,1,0,Conditional Lookup,Easy
66,markdown-latex,0.0287897527217865,0.007417738437652588,0,1,0,Conditional Lookup,Easy
67,html-latex,0.04986089468002319,0.023334264755249023,0,0,1,Conditional Lookup,Easy
67,html-markdown,0.05122026801109314,0.020222842693328857,0,0,1,Conditional Lookup,Easy
67,markdown-latex,0.018798065185546876,0.006085127592086792,0,0,1,Conditional Lookup,Easy
68,html-latex,0.05599370002746582,0.021945878863334656,0,0,1,Conditional Lookup,Easy
68,html-markdown,0.058689343929290774,0.021396026015281677,0,0,1,Conditional Lookup,Easy
68,markdown-latex,0.030629301071166994,0.009748145937919617,0,0,1,Conditional Lookup,Easy
69,html-latex,0.06794860363006591,0.03270880877971649,0,0,1,Conditional Lookup,Easy
69,html-markdown,0.06716139316558838,0.024428769946098328,0,0,1,Conditional Lookup,Easy
69,markdown-latex,0.04316369891166687,0.015268296003341675,0,0,1,Conditional Lookup,Easy
70,html-latex,0.06258589029312134,0.029812797904014587,0,0,1,Conditional Lookup,Easy
70,html-markdown,0.22933631390333176,0.23613117262721062,0,0,1,Conditional Lookup,Easy
70,markdown-latex,0.20208453088998796,0.22084921225905418,0,0,1,Conditional Lookup,Easy
71,html-latex,0.06942748427391052,0.03782030940055847,1,0,0,Conditional Lookup,Easy
71,html-markdown,0.0689594566822052,0.026226893067359924,1,0,0,Conditional Lookup,Easy
71,markdown-latex,0.04469679594039917,0.009462878108024597,1,0,0,Conditional Lookup,Easy
72,html-latex,0.07005687355995179,0.04188792407512665,0,0,1,Conditional Lookup,Easy
72,html-markdown,0.07010792493820191,0.03638170659542084,0,0,1,Conditional Lookup,Easy
72,markdown-latex,0.032162445783615115,0.006801709532737732,0,0,1,Conditional Lookup,Easy
73,html-latex,0.0629249632358551,0.028779596090316772,0,1,0,Conditional Lookup,Easy
73,html-markdown,0.05983321070671081,0.02057415246963501,0,1,0,Conditional Lookup,Easy
73,markdown-latex,0.030589300394058227,0.008755624294281006,0,1,0,Conditional Lookup,Easy
74,html-latex,0.07049587965011597,0.03165566921234131,0,0,1,Conditional Lookup,Easy
74,html-markdown,0.07000851631164551,0.023402884602546692,0,0,1,Conditional Lookup,Easy
74,markdown-latex,0.05130480527877808,0.020954295992851257,0,0,1,Conditional Lookup,Easy
75,html-latex,0.2264290452003479,0.18445270508527756,0,1,0,Conditional Lookup,Easy
75,html-markdown,0.22804437279701234,0.18398985266685486,0,1,0,Conditional Lookup,Easy
75,markdown-latex,0.05693046450614929,0.013885438442230225,0,1,0,Conditional Lookup,Easy
76,html-latex,0.08881541490554809,0.031627655029296875,0,0,1,Conditional Lookup,Easy
76,html-markdown,0.08658881485462189,0.026748478412628174,0,0,1,Conditional Lookup,Easy
76,markdown-latex,0.06505363583564758,0.009740754961967468,0,0,1,Conditional Lookup,Easy
77,html-latex,0.05626785755157471,0.022496432065963745,0,1,0,Conditional Lookup,Easy
77,html-markdown,0.056950122117996216,0.019448041915893555,0,1,0,Conditional Lookup,Easy
77,markdown-latex,0.025216758251190186,0.005743995308876038,0,1,0,Conditional Lookup,Easy
78,html-latex,0.04887672066688538,0.019838079810142517,0,1,0,Conditional Lookup,Easy
78,html-markdown,0.04892505407333374,0.016660228371620178,0,1,0,Conditional Lookup,Easy
78,markdown-latex,0.019195026159286498,0.004811421036720276,0,1,0,Conditional Lookup,Easy
79,html-latex,0.06970192790031433,0.04240816831588745,0,0,1,Conditional Lookup,Easy
79,html-markdown,0.07304877042770386,0.04480293393135071,0,0,1,Conditional Lookup,Easy
79,markdown-latex,0.035169684886932374,0.008625701069831848,0,0,1,Conditional Lookup,Easy
80,html-latex,0.0665680468082428,0.023998066782951355,0,1,0,Conditional Lookup,Easy
80,html-markdown,0.06590585112571716,0.021032437682151794,0,1,0,Conditional Lookup,Easy
80,markdown-latex,0.03308213949203491,0.005865827202796936,0,1,0,Conditional Lookup,Easy
81,html-latex,0.014227205514907837,0.009577929973602295,0,1,0,Conditional Lookup,Easy
81,html-markdown,0.017198199033737184,0.006591662764549255,0,1,0,Conditional Lookup,Easy
81,markdown-latex,0.011633980274200439,0.0031825900077819824,0,1,0,Conditional Lookup,Easy
82,html-latex,0.04345720410346985,0.02584110200405121,0,0,1,Conditional Lookup,Easy
82,html-markdown,0.0448968231678009,0.02086937427520752,0,0,1,Conditional Lookup,Easy
82,markdown-latex,0.02228924036026001,0.00889161229133606,0,0,1,Conditional Lookup,Easy
83,html-latex,0.022127830982208253,0.02052980661392212,0,0,1,Conditional Lookup,Easy
83,html-markdown,0.022377777099609374,0.014604851603507996,0,0,1,Conditional Lookup,Easy
83,markdown-latex,0.011040574312210083,0.0063581764698028564,0,0,1,Conditional Lookup,Easy
84,html-latex,0.07062561511993408,0.029884248971939087,0,1,0,Conditional Lookup,Easy
84,html-markdown,0.07228915691375733,0.021610558032989502,0,1,0,Conditional Lookup,Easy
84,markdown-latex,0.048181021213531496,0.006979495286941528,0,1,0,Conditional Lookup,Easy
85,html-latex,0.06400682926177978,0.05225053429603577,0,0,1,Conditional Lookup,Easy
85,html-markdown,0.0570641279220581,0.023336589336395264,0,0,1,Conditional Lookup,Easy
85,markdown-latex,0.0385033130645752,0.04411657154560089,0,0,1,Conditional Lookup,Easy
86,html-latex,0.07566614747047425,0.027123302221298218,0,1,0,Conditional Lookup,Easy
86,html-markdown,0.0796189546585083,0.022778958082199097,0,1,0,Conditional Lookup,Easy
86,markdown-latex,0.05742430090904236,0.012223541736602783,0,1,0,Conditional Lookup,Easy
87,html-latex,0.07787325978279114,0.030143916606903076,1,0,0,Conditional Lookup,Easy
87,html-markdown,0.07731111645698548,0.02547590434551239,1,0,0,Conditional Lookup,Easy
87,markdown-latex,0.04808528423309326,0.008277490735054016,1,0,0,Conditional Lookup,Easy
88,html-latex,0.06716640591621399,0.03757058084011078,0,0,1,Conditional Lookup,Easy
88,html-markdown,0.06488976478576661,0.03198520839214325,0,0,1,Conditional Lookup,Easy
88,markdown-latex,0.03545430898666382,0.00799417495727539,0,0,1,Conditional Lookup,Easy
89,html-latex,0.06636192202568054,0.022348791360855103,0,0,1,Conditional Lookup,Easy
89,html-markdown,0.06922736167907714,0.02384646236896515,0,0,1,Conditional Lookup,Easy
89,markdown-latex,0.041509604454040526,0.009490638971328735,0,0,1,Conditional Lookup,Easy
90,html-latex,0.0713588535785675,0.05228114128112793,1,0,0,Conditional Lookup,Easy
90,html-markdown,0.06932699680328369,0.044302135705947876,1,0,0,Conditional Lookup,Easy
90,markdown-latex,0.023249030113220215,0.006150349974632263,1,0,0,Conditional Lookup,Easy
91,html-latex,0.057285654544830325,0.03388689458370209,0,0,1,Conditional Lookup,Easy
91,html-markdown,0.05984159111976624,0.03043307363986969,0,0,1,Conditional Lookup,Easy
91,markdown-latex,0.026982295513153075,0.008757933974266052,0,0,1,Conditional Lookup,Easy
92,html-latex,0.08690660893917083,0.03277026116847992,0,1,0,Conditional Lookup,Easy
92,html-markdown,0.0843304693698883,0.02825877070426941,0,1,0,Conditional Lookup,Easy
92,markdown-latex,0.053880083560943606,0.014594793319702148,0,1,0,Conditional Lookup,Easy
93,html-latex,0.06267114877700805,0.025345712900161743,0,0,1,Conditional Lookup,Easy
93,html-markdown,0.06729831099510193,0.03157155215740204,0,0,1,Conditional Lookup,Easy
93,markdown-latex,0.030374759435653688,0.016438931226730347,0,0,1,Conditional Lookup,Easy
94,html-latex,0.06434662938117981,0.025821134448051453,0,1,0,Conditional Lookup,Easy
94,html-markdown,0.06530224680900573,0.019405260682106018,0,1,0,Conditional Lookup,Easy
94,markdown-latex,0.040901821851730344,0.007530093193054199,0,1,0,Conditional Lookup,Easy
95,html-latex,0.0590440034866333,0.019809812307357788,0,1,0,Conditional Lookup,Easy
95,html-markdown,0.0597440779209137,0.019553646445274353,0,1,0,Conditional Lookup,Easy
95,markdown-latex,0.030589425563812257,0.005872175097465515,0,1,0,Conditional Lookup,Easy
96,html-latex,0.05640725493431091,0.022732049226760864,0,1,0,Conditional Lookup,Easy
96,html-markdown,0.06020950078964234,0.020267367362976074,0,1,0,Conditional Lookup,Easy
96,markdown-latex,0.028021061420440675,0.00674554705619812,0,1,0,Conditional Lookup,Easy
97,html-latex,0.0715059518814087,0.034845322370529175,0,0,1,Conditional Lookup,Easy
97,html-markdown,0.07255600690841675,0.025960281491279602,0,0,1,Conditional Lookup,Easy
97,markdown-latex,0.04659296870231629,0.008414894342422485,0,0,1,Conditional Lookup,Easy
98,html-latex,0.06577134132385254,0.03305777907371521,0,0,1,Conditional Lookup,Easy
98,html-markdown,0.06485813856124878,0.023664936423301697,0,0,1,Conditional Lookup,Easy
98,markdown-latex,0.03293394446372986,0.0076469480991363525,0,0,1,Conditional Lookup,Easy
99,html-latex,0.05380421280860901,0.032473817467689514,0,0,1,Conditional Lookup,Easy
99,html-markdown,0.0550330638885498,0.018847525119781494,0,0,1,Conditional Lookup,Easy
99,markdown-latex,0.03615495562553406,0.010399475693702698,0,0,1,Conditional Lookup,Easy
100,html-latex,0.0668924868106842,0.025341898202896118,0,1,0,Multi-Item Lookup,Easy
100,html-markdown,0.06909251809120179,0.022496551275253296,0,1,0,Multi-Item Lookup,Easy
100,markdown-latex,0.03904806971549988,0.008693769574165344,0,1,0,Multi-Item Lookup,Easy
101,html-latex,0.052794843912124634,0.018257945775985718,0,1,0,Multi-Item Lookup,Easy
101,html-markdown,0.05254170298576355,0.01560238003730774,0,1,0,Multi-Item Lookup,Easy
101,markdown-latex,0.023224151134490965,0.004902943968772888,0,1,0,Multi-Item Lookup,Easy
102,html-latex,0.03149149417877197,0.018275439739227295,0,1,0,Multi-Item Lookup,Easy
102,html-markdown,0.033637982606887815,0.01433175802230835,0,1,0,Multi-Item Lookup,Easy
102,markdown-latex,0.015312391519546508,0.004498958587646484,0,1,0,Multi-Item Lookup,Easy
103,html-latex,0.03746411800384521,0.022468969225883484,0,1,0,Multi-Item Lookup,Easy
