example_id,format_pair,format_a,format_b,layer,representation,cosine,distance,failure_flip_example,all_correct,all_wrong,correct_a,correct_b,token_count_a,token_count_b,question_category,question_difficulty
1,html-markdown,html,markdown,20,mean_pool,0.9995056986808777,0.0004943013191223145,0,1,0,1,1,936,468,Simple Lookup,Easy
1,html-markdown,html,markdown,6,final_token,0.9724125862121582,0.027587413787841797,0,1,0,1,1,936,468,Simple Lookup,Easy
1,html-markdown,html,markdown,6,mean_pool,0.8769293427467346,0.12307065725326538,0,1,0,1,1,936,468,Simple Lookup,Easy
1,html-latex,html,latex,-1,final_token,0.9219388365745544,0.07806116342544556,0,1,0,1,1,936,494,Simple Lookup,Easy
1,html-latex,html,latex,-1,mean_pool,0.939852237701416,0.060147762298583984,0,1,0,1,1,936,494,Simple Lookup,Easy
1,html-latex,html,latex,0,final_token,1.0000005960464478,-5.960464477539062e-07,0,1,0,1,1,936,494,Simple Lookup,Easy
1,html-latex,html,latex,0,mean_pool,0.6746058464050293,0.3253941535949707,0,1,0,1,1,936,494,Simple Lookup,Easy
1,html-latex,html,latex,13,final_token,0.9988162517547607,0.0011837482452392578,0,1,0,1,1,936,494,Simple Lookup,Easy
1,html-latex,html,latex,13,mean_pool,0.9861295819282532,0.013870418071746826,0,1,0,1,1,936,494,Simple Lookup,Easy
1,html-latex,html,latex,20,final_token,0.9992190599441528,0.000780940055847168,0,1,0,1,1,936,494,Simple Lookup,Easy
1,html-latex,html,latex,20,mean_pool,0.9994339346885681,0.0005660653114318848,0,1,0,1,1,936,494,Simple Lookup,Easy
1,html-latex,html,latex,6,final_token,0.9801226258277893,0.019877374172210693,0,1,0,1,1,936,494,Simple Lookup,Easy
1,html-latex,html,latex,6,mean_pool,0.9134984016418457,0.0865015983581543,0,1,0,1,1,936,494,Simple Lookup,Easy
1,markdown-latex,markdown,latex,-1,final_token,0.9957717657089233,0.00422823429107666,0,1,0,1,1,468,494,Simple Lookup,Easy
1,markdown-latex,markdown,latex,-1,mean_pool,0.9859461784362793,0.014053821563720703,0,1,0,1,1,468,494,Simple Lookup,Easy
1,markdown-latex,markdown,latex,0,final_token,1.0000005960464478,-5.960464477539062e-07,0,1,0,1,1,468,494,Simple Lookup,Easy
1,markdown-latex,markdown,latex,0,mean_pool,0.8759214282035828,0.12407857179641724,0,1,0,1,1,468,494,Simple Lookup,Easy
1,markdown-latex,markdown,latex,13,final_token,0.9995513558387756,0.00044864416122436523,0,1,0,1,1,468,494,Simple Lookup,Easy
1,markdown-latex,markdown,latex,13,mean_pool,0.9971323609352112,0.0028676390647888184,0,1,0,1,1,468,494,Simple Lookup,Easy
1,markdown-latex,markdown,latex,20,final_token,0.9994276165962219,0.0005723834037780762,0,1,0,1,1,468,494,Simple Lookup,Easy
1,markdown-latex,markdown,latex,20,mean_pool,0.9996383190155029,0.0003616809844970703,0,1,0,1,1,468,494,Simple Lookup,Easy
1,markdown-latex,markdown,latex,6,final_token,0.9793776869773865,0.020622313022613525,0,1,0,1,1,468,494,Simple Lookup,Easy
1,markdown-latex,markdown,latex,6,mean_pool,0.9443351626396179,0.05566483736038208,0,1,0,1,1,468,494,Simple Lookup,Easy
2,html-markdown,html,markdown,-1,final_token,0.9848040342330933,0.015195965766906738,0,1,0,1,1,642,349,Simple Lookup,Easy
2,html-markdown,html,markdown,-1,mean_pool,0.9258208274841309,0.07417917251586914,0,1,0,1,1,642,349,Simple Lookup,Easy
2,html-markdown,html,markdown,0,final_token,1.0000005960464478,-5.960464477539062e-07,0,1,0,1,1,642,349,Simple Lookup,Easy
2,html-markdown,html,markdown,0,mean_pool,0.7304396629333496,0.2695603370666504,0,1,0,1,1,642,349,Simple Lookup,Easy
2,html-markdown,html,markdown,13,final_token,0.9988666772842407,0.0011333227157592773,0,1,0,1,1,642,349,Simple Lookup,Easy
2,html-markdown,html,markdown,13,mean_pool,0.9880985021591187,0.011901497840881348,0,1,0,1,1,642,349,Simple Lookup,Easy
2,html-markdown,html,markdown,20,final_token,0.999484658241272,0.0005153417587280273,0,1,0,1,1,642,349,Simple Lookup,Easy
2,html-markdown,html,markdown,20,mean_pool,0.9994555115699768,0.0005444884300231934,0,1,0,1,1,642,349,Simple Lookup,Easy
2,html-markdown,html,markdown,6,final_token,0.9800682663917542,0.01993173360824585,0,1,0,1,1,642,349,Simple Lookup,Easy
2,html-markdown,html,markdown,6,mean_pool,0.872998058795929,0.12700194120407104,0,1,0,1,1,642,349,Simple Lookup,Easy
2,html-latex,html,latex,-1,final_token,0.9867213368415833,0.013278663158416748,0,1,0,1,1,642,367,Simple Lookup,Easy
2,html-latex,html,latex,-1,mean_pool,0.9104565382003784,0.08954346179962158,0,1,0,1,1,642,367,Simple Lookup,Easy
2,html-latex,html,latex,0,final_token,1.0000005960464478,-5.960464477539062e-07,0,1,0,1,1,642,367,Simple Lookup,Easy
2,html-latex,html,latex,0,mean_pool,0.7298497557640076,0.27015024423599243,0,1,0,1,1,642,367,Simple Lookup,Easy
2,html-latex,html,latex,13,final_token,0.9989961981773376,0.0010038018226623535,0,1,0,1,1,642,367,Simple Lookup,Easy
2,html-latex,html,latex,13,mean_pool,0.9876126646995544,0.012387335300445557,0,1,0,1,1,642,367,Simple Lookup,Easy
2,html-latex,html,latex,20,final_token,0.9994062781333923,0.000593721866607666,0,1,0,1,1,642,367,Simple Lookup,Easy
2,html-latex,html,latex,20,mean_pool,0.9992753267288208,0.0007246732711791992,0,1,0,1,1,642,367,Simple Lookup,Easy
2,html-latex,html,latex,6,final_token,0.982401430606842,0.01759856939315796,0,1,0,1,1,642,367,Simple Lookup,Easy
2,html-latex,html,latex,6,mean_pool,0.9086241126060486,0.09137588739395142,0,1,0,1,1,642,367,Simple Lookup,Easy
2,markdown-latex,markdown,latex,-1,final_token,0.9814277291297913,0.01857227087020874,0,1,0,1,1,349,367,Simple Lookup,Easy
2,markdown-latex,markdown,latex,-1,mean_pool,0.977347731590271,0.022652268409729004,0,1,0,1,1,349,367,Simple Lookup,Easy
2,markdown-latex,markdown,latex,0,final_token,1.0000005960464478,-5.960464477539062e-07,0,1,0,1,1,349,367,Simple Lookup,Easy
2,markdown-latex,markdown,latex,0,mean_pool,0.8882613182067871,0.11173868179321289,0,1,0,1,1,349,367,Simple Lookup,Easy
2,markdown-latex,markdown,latex,13,final_token,0.9995567798614502,0.0004432201385498047,0,1,0,1,1,349,367,Simple Lookup,Easy
2,markdown-latex,markdown,latex,13,mean_pool,0.9968206882476807,0.003179311752319336,0,1,0,1,1,349,367,Simple Lookup,Easy
2,markdown-latex,markdown,latex,20,final_token,0.9994686841964722,0.000531315803527832,0,1,0,1,1,349,367,Simple Lookup,Easy
2,markdown-latex,markdown,latex,20,mean_pool,0.9995805621147156,0.00041943788528442383,0,1,0,1,1,349,367,Simple Lookup,Easy
2,markdown-latex,markdown,latex,6,final_token,0.974388837814331,0.025611162185668945,0,1,0,1,1,349,367,Simple Lookup,Easy
2,markdown-latex,markdown,latex,6,mean_pool,0.9383295178413391,0.06167048215866089,0,1,0,1,1,349,367,Simple Lookup,Easy
3,html-markdown,html,markdown,-1,final_token,0.9924862384796143,0.007513761520385742,0,1,0,1,1,706,525,Simple Lookup,Easy
3,html-markdown,html,markdown,-1,mean_pool,0.9448913335800171,0.05510866641998291,0,1,0,1,1,706,525,Simple Lookup,Easy
3,html-markdown,html,markdown,0,final_token,1.0000005960464478,-5.960464477539062e-07,0,1,0,1,1,706,525,Simple Lookup,Easy
3,html-markdown,html,markdown,0,mean_pool,0.7069295048713684,0.2930704951286316,0,1,0,1,1,706,525,Simple Lookup,Easy
3,html-markdown,html,markdown,13,final_token,0.9987388849258423,0.0012611150741577148,0,1,0,1,1,706,525,Simple Lookup,Easy
3,html-markdown,html,markdown,13,mean_pool,0.9907997846603394,0.009200215339660645,0,1,0,1,1,706,525,Simple Lookup,Easy
3,html-markdown,html,markdown,20,final_token,0.9995200634002686,0.0004799365997314453,0,1,0,1,1,706,525,Simple Lookup,Easy
3,html-markdown,html,markdown,20,mean_pool,0.9995806813240051,0.00041931867599487305,0,1,0,1,1,706,525,Simple Lookup,Easy
3,html-markdown,html,markdown,6,final_token,0.9838907718658447,0.016109228134155273,0,1,0,1,1,706,525,Simple Lookup,Easy
3,html-markdown,html,markdown,6,mean_pool,0.8955994844436646,0.10440051555633545,0,1,0,1,1,706,525,Simple Lookup,Easy
3,html-latex,html,latex,-1,final_token,0.9943835139274597,0.005616486072540283,0,1,0,1,1,706,495,Simple Lookup,Easy
3,html-latex,html,latex,-1,mean_pool,0.9198482036590576,0.08015179634094238,0,1,0,1,1,706,495,Simple Lookup,Easy
3,html-latex,html,latex,0,final_token,1.0000005960464478,-5.960464477539062e-07,0,1,0,1,1,706,495,Simple Lookup,Easy
3,html-latex,html,latex,0,mean_pool,0.7546340227127075,0.24536597728729248,0,1,0,1,1,706,495,Simple Lookup,Easy
3,html-latex,html,latex,13,final_token,0.9989949464797974,0.0010050535202026367,0,1,0,1,1,706,495,Simple Lookup,Easy
3,html-latex,html,latex,13,mean_pool,0.9922053217887878,0.007794678211212158,0,1,0,1,1,706,495,Simple Lookup,Easy
3,html-latex,html,latex,20,final_token,0.9995461702346802,0.0004538297653198242,0,1,0,1,1,706,495,Simple Lookup,Easy
3,html-latex,html,latex,20,mean_pool,0.9995110034942627,0.0004889965057373047,0,1,0,1,1,706,495,Simple Lookup,Easy
3,html-latex,html,latex,6,final_token,0.9829936027526855,0.017006397247314453,0,1,0,1,1,706,495,Simple Lookup,Easy
3,html-latex,html,latex,6,mean_pool,0.9439526796340942,0.05604732036590576,0,1,0,1,1,706,495,Simple Lookup,Easy
3,markdown-latex,markdown,latex,-1,final_token,0.9968945980072021,0.0031054019927978516,0,1,0,1,1,525,495,Simple Lookup,Easy
3,markdown-latex,markdown,latex,-1,mean_pool,0.972596287727356,0.027403712272644043,0,1,0,1,1,525,495,Simple Lookup,Easy
3,markdown-latex,markdown,latex,0,final_token,1.0000005960464478,-5.960464477539062e-07,0,1,0,1,1,525,495,Simple Lookup,Easy
3,markdown-latex,markdown,latex,0,mean_pool,0.7977599501609802,0.20224004983901978,0,1,0,1,1,525,495,Simple Lookup,Easy
3,markdown-latex,markdown,latex,13,final_token,0.9995636343955994,0.00043636560440063477,0,1,0,1,1,525,495,Simple Lookup,Easy
3,markdown-latex,markdown,latex,13,mean_pool,0.9969276785850525,0.0030723214149475098,0,1,0,1,1,525,495,Simple Lookup,Easy
3,markdown-latex,markdown,latex,20,final_token,0.999498724937439,0.0005012750625610352,0,1,0,1,1,525,495,Simple Lookup,Easy
3,markdown-latex,markdown,latex,20,mean_pool,0.9996554851531982,0.0003445148468017578,0,1,0,1,1,525,495,Simple Lookup,Easy
3,markdown-latex,markdown,latex,6,final_token,0.9759807586669922,0.024019241333007812,0,1,0,1,1,525,495,Simple Lookup,Easy
3,markdown-latex,markdown,latex,6,mean_pool,0.9343329071998596,0.06566709280014038,0,1,0,1,1,525,495,Simple Lookup,Easy
4,html-markdown,html,markdown,-1,final_token,0.4889698624610901,0.5110301375389099,0,1,0,1,1,879,481,Simple Lookup,Easy
4,html-markdown,html,markdown,-1,mean_pool,0.9338327646255493,0.06616723537445068,0,1,0,1,1,879,481,Simple Lookup,Easy
4,html-markdown,html,markdown,0,final_token,1.0000005960464478,-5.960464477539062e-07,0,1,0,1,1,879,481,Simple Lookup,Easy
4,html-markdown,html,markdown,0,mean_pool,0.7548263669013977,0.2451736330986023,0,1,0,1,1,879,481,Simple Lookup,Easy
4,html-markdown,html,markdown,13,final_token,0.8743944764137268,0.1256055235862732,0,1,0,1,1,879,481,Simple Lookup,Easy
4,html-markdown,html,markdown,13,mean_pool,0.9844659566879272,0.015534043312072754,0,1,0,1,1,879,481,Simple Lookup,Easy
4,html-markdown,html,markdown,20,final_token,0.9692514538764954,0.03074854612350464,0,1,0,1,1,879,481,Simple Lookup,Easy
4,html-markdown,html,markdown,20,mean_pool,0.9995567798614502,0.0004432201385498047,0,1,0,1,1,879,481,Simple Lookup,Easy
4,html-markdown,html,markdown,6,final_token,0.2794114351272583,0.7205885648727417,0,1,0,1,1,879,481,Simple Lookup,Easy
4,html-markdown,html,markdown,6,mean_pool,0.8477711081504822,0.15222889184951782,0,1,0,1,1,879,481,Simple Lookup,Easy
4,html-latex,html,latex,-1,final_token,0.9958616495132446,0.004138350486755371,0,1,0,1,1,879,485,Simple Lookup,Easy
4,html-latex,html,latex,-1,mean_pool,0.9234543442726135,0.07654565572738647,0,1,0,1,1,879,485,Simple Lookup,Easy
4,html-latex,html,latex,0,final_token,1.0000005960464478,-5.960464477539062e-07,0,1,0,1,1,879,485,Simple Lookup,Easy
4,html-latex,html,latex,0,mean_pool,0.7334399223327637,0.26656007766723633,0,1,0,1,1,879,485,Simple Lookup,Easy
4,html-latex,html,latex,13,final_token,0.9986879825592041,0.0013120174407958984,0,1,0,1,1,879,485,Simple Lookup,Easy
4,html-latex,html,latex,13,mean_pool,0.9883813261985779,0.01161867380142212,0,1,0,1,1,879,485,Simple Lookup,Easy
4,html-latex,html,latex,20,final_token,0.999079704284668,0.0009202957153320312,0,1,0,1,1,879,485,Simple Lookup,Easy
4,html-latex,html,latex,20,mean_pool,0.9994544982910156,0.000545501708984375,0,1,0,1,1,879,485,Simple Lookup,Easy
4,html-latex,html,latex,6,final_token,0.9806923270225525,0.01930767297744751,0,1,0,1,1,879,485,Simple Lookup,Easy
4,html-latex,html,latex,6,mean_pool,0.9089803099632263,0.09101969003677368,0,1,0,1,1,879,485,Simple Lookup,Easy
4,markdown-latex,markdown,latex,-1,final_token,0.48219674825668335,0.5178032517433167,0,1,0,1,1,481,485,Simple Lookup,Easy
4,markdown-latex,markdown,latex,-1,mean_pool,0.981296718120575,0.01870328187942505,0,1,0,1,1,481,485,Simple Lookup,Easy
4,markdown-latex,markdown,latex,0,final_token,1.0000005960464478,-5.960464477539062e-07,0,1,0,1,1,481,485,Simple Lookup,Easy
4,markdown-latex,markdown,latex,0,mean_pool,0.9020386934280396,0.09796130657196045,0,1,0,1,1,481,485,Simple Lookup,Easy
4,markdown-latex,markdown,latex,13,final_token,0.879552960395813,0.12044703960418701,0,1,0,1,1,481,485,Simple Lookup,Easy
4,markdown-latex,markdown,latex,13,mean_pool,0.995841920375824,0.004158079624176025,0,1,0,1,1,481,485,Simple Lookup,Easy
4,markdown-latex,markdown,latex,20,final_token,0.9729708433151245,0.02702915668487549,0,1,0,1,1,481,485,Simple Lookup,Easy
4,markdown-latex,markdown,latex,20,mean_pool,0.9996364712715149,0.0003635287284851074,0,1,0,1,1,481,485,Simple Lookup,Easy
4,markdown-latex,markdown,latex,6,final_token,0.2738012671470642,0.7261987328529358,0,1,0,1,1,481,485,Simple Lookup,Easy
4,markdown-latex,markdown,latex,6,mean_pool,0.93642657995224,0.06357342004776001,0,1,0,1,1,481,485,Simple Lookup,Easy
5,html-markdown,html,markdown,-1,final_token,0.9949579834938049,0.005042016506195068,0,1,0,1,1,728,260,Simple Lookup,Easy
5,html-markdown,html,markdown,-1,mean_pool,0.9206750392913818,0.07932496070861816,0,1,0,1,1,728,260,Simple Lookup,Easy
5,html-markdown,html,markdown,0,final_token,1.0000005960464478,-5.960464477539062e-07,0,1,0,1,1,728,260,Simple Lookup,Easy
5,html-markdown,html,markdown,0,mean_pool,0.5531723499298096,0.44682765007019043,0,1,0,1,1,728,260,Simple Lookup,Easy
5,html-markdown,html,markdown,13,final_token,0.9975099563598633,0.0024900436401367188,0,1,0,1,1,728,260,Simple Lookup,Easy
5,html-markdown,html,markdown,13,mean_pool,0.9693219661712646,0.03067803382873535,0,1,0,1,1,728,260,Simple Lookup,Easy
5,html-markdown,html,markdown,20,final_token,0.999020516872406,0.0009794831275939941,0,1,0,1,1,728,260,Simple Lookup,Easy
5,html-markdown,html,markdown,20,mean_pool,0.99904865026474,0.0009513497352600098,0,1,0,1,1,728,260,Simple Lookup,Easy
5,html-markdown,html,markdown,6,final_token,0.9779027700424194,0.022097229957580566,0,1,0,1,1,728,260,Simple Lookup,Easy
5,html-markdown,html,markdown,6,mean_pool,0.7977825403213501,0.2022174596786499,0,1,0,1,1,728,260,Simple Lookup,Easy
5,html-latex,html,latex,-1,final_token,0.9942438006401062,0.005756199359893799,0,1,0,1,1,728,304,Simple Lookup,Easy
5,html-latex,html,latex,-1,mean_pool,0.9035657048225403,0.09643429517745972,0,1,0,1,1,728,304,Simple Lookup,Easy
5,html-latex,html,latex,0,final_token,1.0000005960464478,-5.960464477539062e-07,0,1,0,1,1,728,304,Simple Lookup,Easy
5,html-latex,html,latex,0,mean_pool,0.5399236679077148,0.46007633209228516,0,1,0,1,1,728,304,Simple Lookup,Easy
5,html-latex,html,latex,13,final_token,0.998098611831665,0.001901388168334961,0,1,0,1,1,728,304,Simple Lookup,Easy
5,html-latex,html,latex,13,mean_pool,0.9790508151054382,0.020949184894561768,0,1,0,1,1,728,304,Simple Lookup,Easy
5,html-latex,html,latex,20,final_token,0.9988372325897217,0.0011627674102783203,0,1,0,1,1,728,304,Simple Lookup,Easy
5,html-latex,html,latex,20,mean_pool,0.9988425374031067,0.0011574625968933105,0,1,0,1,1,728,304,Simple Lookup,Easy
5,html-latex,html,latex,6,final_token,0.9727283120155334,0.027271687984466553,0,1,0,1,1,728,304,Simple Lookup,Easy
5,html-latex,html,latex,6,mean_pool,0.8655611276626587,0.1344388723373413,0,1,0,1,1,728,304,Simple Lookup,Easy
5,markdown-latex,markdown,latex,-1,final_token,0.997105062007904,0.0028949379920959473,0,1,0,1,1,260,304,Simple Lookup,Easy
5,markdown-latex,markdown,latex,-1,mean_pool,0.9569242000579834,0.0430757999420166,0,1,0,1,1,260,304,Simple Lookup,Easy
5,markdown-latex,markdown,latex,0,final_token,1.0000005960464478,-5.960464477539062e-07,0,1,0,1,1,260,304,Simple Lookup,Easy
5,markdown-latex,markdown,latex,0,mean_pool,0.6215787529945374,0.37842124700546265,0,1,0,1,1,260,304,Simple Lookup,Easy
5,markdown-latex,markdown,latex,13,final_token,0.9992370009422302,0.0007629990577697754,0,1,0,1,1,260,304,Simple Lookup,Easy
5,markdown-latex,markdown,latex,13,mean_pool,0.9885200262069702,0.011479973793029785,0,1,0,1,1,260,304,Simple Lookup,Easy
5,markdown-latex,markdown,latex,20,final_token,0.9992471933364868,0.0007528066635131836,0,1,0,1,1,260,304,Simple Lookup,Easy
5,markdown-latex,markdown,latex,20,mean_pool,0.9993650913238525,0.0006349086761474609,0,1,0,1,1,260,304,Simple Lookup,Easy
5,markdown-latex,markdown,latex,6,final_token,0.9667603373527527,0.033239662647247314,0,1,0,1,1,260,304,Simple Lookup,Easy
5,markdown-latex,markdown,latex,6,mean_pool,0.9015377759933472,0.09846222400665283,0,1,0,1,1,260,304,Simple Lookup,Easy
6,html-markdown,html,markdown,-1,final_token,0.36519381403923035,0.6348061859607697,0,1,0,1,1,1953,809,Simple Lookup,Easy
6,html-markdown,html,markdown,-1,mean_pool,0.9142522215843201,0.08574777841567993,0,1,0,1,1,1953,809,Simple Lookup,Easy
6,html-markdown,html,markdown,0,final_token,1.0000005960464478,-5.960464477539062e-07,0,1,0,1,1,1953,809,Simple Lookup,Easy
6,html-markdown,html,markdown,0,mean_pool,0.5961640477180481,0.4038359522819519,0,1,0,1,1,1953,809,Simple Lookup,Easy
6,html-markdown,html,markdown,13,final_token,0.862963855266571,0.13703614473342896,0,1,0,1,1,1953,809,Simple Lookup,Easy
6,html-markdown,html,markdown,13,mean_pool,0.9714803695678711,0.028519630432128906,0,1,0,1,1,1953,809,Simple Lookup,Easy
6,html-markdown,html,markdown,20,final_token,0.9716564416885376,0.028343558311462402,0,1,0,1,1,1953,809,Simple Lookup,Easy
6,html-markdown,html,markdown,20,mean_pool,0.9992156028747559,0.0007843971252441406,0,1,0,1,1,1953,809,Simple Lookup,Easy
6,html-markdown,html,markdown,6,final_token,0.2533113360404968,0.7466886639595032,0,1,0,1,1,1953,809,Simple Lookup,Easy
6,html-markdown,html,markdown,6,mean_pool,0.8085988163948059,0.1914011836051941,0,1,0,1,1,1953,809,Simple Lookup,Easy
6,html-latex,html,latex,-1,final_token,0.3728685975074768,0.6271314024925232,0,1,0,1,1,1953,777,Simple Lookup,Easy
6,html-latex,html,latex,-1,mean_pool,0.9078615307807922,0.09213846921920776,0,1,0,1,1,1953,777,Simple Lookup,Easy
6,html-latex,html,latex,0,final_token,1.0000005960464478,-5.960464477539062e-07,0,1,0,1,1,1953,777,Simple Lookup,Easy
6,html-latex,html,latex,0,mean_pool,0.5325058698654175,0.4674941301345825,0,1,0,1,1,1953,777,Simple Lookup,Easy
6,html-latex,html,latex,13,final_token,0.8645963668823242,0.13540363311767578,0,1,0,1,1,1953,777,Simple Lookup,Easy
6,html-latex,html,latex,13,mean_pool,0.9773482084274292,0.0226517915725708,0,1,0,1,1,1953,777,Simple Lookup,Easy
6,html-latex,html,latex,20,final_token,0.9743127822875977,0.025687217712402344,0,1,0,1,1,1953,777,Simple Lookup,Easy
6,html-latex,html,latex,20,mean_pool,0.9992325305938721,0.0007674694061279297,0,1,0,1,1,1953,777,Simple Lookup,Easy
6,html-latex,html,latex,6,final_token,0.24154698848724365,0.7584530115127563,0,1,0,1,1,1953,777,Simple Lookup,Easy
6,html-latex,html,latex,6,mean_pool,0.8769957423210144,0.1230042576789856,0,1,0,1,1,1953,777,Simple Lookup,Easy
6,markdown-latex,markdown,latex,-1,final_token,0.9944565296173096,0.00554347038269043,0,1,0,1,1,809,777,Simple Lookup,Easy
6,markdown-latex,markdown,latex,-1,mean_pool,0.9794410467147827,0.020558953285217285,0,1,0,1,1,809,777,Simple Lookup,Easy
6,markdown-latex,markdown,latex,0,final_token,1.0000005960464478,-5.960464477539062e-07,0,1,0,1,1,809,777,Simple Lookup,Easy
6,markdown-latex,markdown,latex,0,mean_pool,0.7174791097640991,0.2825208902359009,0,1,0,1,1,809,777,Simple Lookup,Easy
6,markdown-latex,markdown,latex,13,final_token,0.9993400573730469,0.000659942626953125,0,1,0,1,1,809,777,Simple Lookup,Easy
6,markdown-latex,markdown,latex,13,mean_pool,0.9928032755851746,0.0071967244148254395,0,1,0,1,1,809,777,Simple Lookup,Easy
6,markdown-latex,markdown,latex,20,final_token,0.9992733597755432,0.0007266402244567871,0,1,0,1,1,809,777,Simple Lookup,Easy
6,markdown-latex,markdown,latex,20,mean_pool,0.9997462034225464,0.0002537965774536133,0,1,0,1,1,809,777,Simple Lookup,Easy
6,markdown-latex,markdown,latex,6,final_token,0.9769530892372131,0.023046910762786865,0,1,0,1,1,809,777,Simple Lookup,Easy
